PK_Employé,Matricule,Qualité,Genre,Age,Pays de naissance,Ville de naissance,Situation familiale,Nombre de personnes à charge,Nombre de personnes à charge.1,Nombre d'enfants SFT,Etablissement,Code-Département,Code-Unité organisationnelle,Poste,Code-Classification,Code-Qualification,Expérience en Année,Code-Niveau d'expérience,Code-Type de contrat,Type de temps contractuel,Heures de présence / jour,Heures de présence / semaine,Heures de présence / mois,Hérité de l'affectation,Type d'affectation,Type de rattachement,Type travail,Etat de la mobilité,Pourcentage d'affectation,Pourcentage d'affectation budgeté,NbAbsencesTotaleParEmployé,TauxAbsenteisme,Droits Congés Payés,Note globale,Rubrique,Montant de l'augmentation,Taux d'augmentation,Motif d'augmentation,Montant du salaire,Situation
3896,666DATA034,Mr.,Masculin,41,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000268,Conseilleur Technique,EMP,E2,9,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,140,0.05761316872427984,"1,5 jours par mois",99,SBM,250,5.263,Campagne Augmentat,5000,Actif
3897,666DATA035,Mr.,Masculin,33,Maroc,EL JADIDA,Marié(e),1,0,1,MA-Cns,ADM,DEP.COM2,Charge De Com,EMP,E4,9,C01,DI,temps plein,4.610516765285995,39.6441459566075,182.884352399737,1,1,Administratif,Sur site,Locale,100,100,207,0.0838416908397866,2 jours par mois,96,SBM,1196.25,15.516,Titularisation,8906,Actif
3898,666DATA039,Mr.,Masculin,37,Maroc,CASABLANCA,Célibataire,0,0,0,MA-Cns,PRO,P00000648,Responsable D'Équipe,CAS,A2,7,J02,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,85,0.04497354497354497,"1,5 jours par mois",99,SBM,400,6.061,Campagne Augmentat,7000,Actif
3899,666DATA062,Mr.,Masculin,38,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000555,Conseiller Commercial,EMP,E2,4,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,99,0.09166666666666666,"1,5 jours par mois",-99,SBM,235,6.51,Campagne Augmentat,3845,Actif
3900,666DATA064,Mr.,Masculin,31,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,ADM,DOP130,Technicien It,EMP,E4,4,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,27,0.025,"1,5 jours par mois",-99,SBM,215.16,4,Campagne Augmentat,5594.16,Actif
3901,666DATA068,Mme.,Féminin,23,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00001059,Chargé De Clientèle,EMP,E2,3,J01,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,42,0.05185185185185185,"1,5 jours par mois",-99,SBM,0,0,Mutation,4025,Actif
3902,666DATA077,Mme.,Féminin,35,Côte d'Ivoire,CIV,Marié(e),0,0,0,MA-Cns,PRO,P00000979,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,23,0.08518518518518518,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
3903,667DATA006,Mr.,Masculin,40,Maroc,MAR,Marié(e),0,0,0,MA-Cns,SPR,QM MAR1,Responsable Qa,CAS,A2,17,S01,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,613,0.13355119825708062,2 jours par mois,116,SBM,900,9.574,Campagne Augmentat,10300,Actif
3904,667DATA046,Mr.,Masculin,26,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000341,Conseiller Commercial,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,88,0.05432098765432099,"1,5 jours par mois",93,SBM,250,5.556,Non défini,4750,Actif
3905,667DATA077,Mme.,Féminin,32,Côte d'Ivoire,CIV,Marié(e),0,0,0,MA-Cns,PRO,P00000981,Chargé De Clientèle,EMP,E2,1,J02,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,45,0.16666666666666666,"1,5 jours par mois",-99,SBM,0,0,Non défini,3845,Actif
3906,668DATA032,Mr.,Masculin,38,Sénégal,SEN,Marié(e),1,0,1,MA-Cns,ADM,DEP.COM5,Infographiste,CAS,A2,10,S01,DI,temps plein,0,39.57,208,1,1,Administratif,Sur site,Locale,100,100,228,0.07307692307692308,2 jours par mois,104,SBM,1500,19.958,Campagne Augmentat,9015.83,Actif
3907,668DATA045,Mr.,Masculin,35,Maroc,MAR,Marié(e),0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,6,C03,DI,temps plein,0,39.57,180,1,1,Administratif,Sur site,Locale,100,100,313,0.19320987654320987,"1,5 jours par mois",110,SBM,225,5.556,Campagne Augmentat,4275,Actif
3908,668DATA067,Mr.,Masculin,28,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000186,Conseilleur Technique,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,65,0.08024691358024691,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
3909,668DATA068,Mr.,Masculin,25,Maroc,MAR,Célibataire,0,0,0,MA-Cns,PRO,P00000703,Chargé De Clientèle,EMP,E2,3,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,85,0.10493827160493827,"1,5 jours par mois",-99,SBM,162,4.681,Non défini,3622.5,Actif
3910,668DATA070,Mr.,Masculin,27,Sénégal,SEN,Célibataire,0,0,0,MA-Cns,PRO,P00000555,Chargé De Clientèle,EMP,E2,2,J03,DI,temps plein,7.91,39.57,180,1,1,Administratif,Sur site,Locale,100,100,21,0.03888888888888889,"1,5 jours par mois",-99,SBM,180,4.681,Campagne Augmentat,4025,Actif
